カウンターID,最終情報更新日,廃止フラグ,承認年月日,廃止年月日,事業者名（日本語）,事業者名（英語）,事業者住所_郵便番号,事業者住所_都道府県コード,事業者住所_市町村コード,事業者住所_大字丁目・番地等（日本語）,事業者住所_大字丁目・番地等（英語）,カウンター名称（日本語）,カウンター名称（英語）,カウンター住所_郵便番号,カウンター住所_都道府県コード,カウンター住所_市町村コード,カウンター住所_大字丁目・番地等（日本語）,カウンター住所_大字丁目・番地等（英語）,カウンター住所_建物階層,カウンター住所_緯度,カウンター住所_経度,カウンター住所_施設類型,カウンター住所_設置公共交通機関名（又は最寄公共交通機関名）（日本語）,カウンター住所_設置公共交通機関名（又は最寄公共交通機関名）（英語）,カウンター電話番号,外部リンクＵＲＬ,営業時間_月曜日_開始時間,営業時間_月曜日_終了時間,営業時間_月曜日_定休日フラグ,営業時間_火曜日_開始時間,営業時間_火曜日_終了時間,営業時間_火曜日_定休日フラグ,営業時間_水曜日_開始時間,営業時間_水曜日_終了時間,営業時間_水曜日_定休日フラグ,営業時間_木曜日_開始時間,営業時間_木曜日_終了時間,営業時間_木曜日_定休日フラグ,営業時間_金曜日_開始時間,営業時間_金曜日_終了時間,営業時間_金曜日_定休日フラグ,営業時間_土曜日_開始時間,営業時間_土曜日_終了時間,営業時間_土曜日_定休日フラグ,営業時間_日曜日_開始時間,営業時間_日曜日_終了時間,営業時間_日曜日_定休日フラグ,営業時間_その他（日本語）,営業時間_その他（英語）,対応可能言語_英語フラグ,対応可能言語_中国語（簡体字）フラグ,対応可能言語_中国語（繁体字）フラグ,対応可能言語_韓国語フラグ,対応可能言語_タイ語フラグ,対応可能言語_その他（日本語）,対応可能言語_その他（英語）,免税店プラグ,JNTO観光案内所フラグ,一時預かりフラグ,一時預かり_料金_固定,一時預かり_料金_変動上限値,一時預かり_料金_変動下限値,一時預かり_取扱可能品目_スーツケースフラグ,一時預かり_取扱可能品目_クール品フラグ,一時預かり_取扱可能品目_土産品フラグ,一時預かり_取扱可能品目_3辺長合計上限値,一時預かり_取扱可能品目_最大重量上限値,一時預かり_取扱可能品目_取扱金額上限値,一時預かり_取扱可能品目_その他（日本語）,一時預かり_取扱可能品目_その他（英語）,一時預かり_補償内容_取扱金額上限値,一時預かり_補償内容_その他（日本語）,一時預かり_補償内容_その他（英語）,配送_当日配送フラグ,配送_当日配送_料金_固定,配送_当日配送_料金_変動上限値,配送_当日配送_料金_変動下限値,配送_当日配送_取扱可能品目_スーツケースフラグ,配送_当日配送_取扱可能品目_クール品フラグ,配送_当日配送_取扱可能品目_土産品フラグ,配送_当日配送_取扱可能品目_3辺長合計上限値,配送_当日配送_取扱可能品目_最大重量上限値,配送_当日配送_取扱可能品目_取扱金額上限値,配送_当日配送_取扱可能品目_その他（日本語）,配送_当日配送_取扱可能品目_その他（英語）,配送_当日配送_補償内容_取扱金額上限値,配送_当日配送_補償内容_その他（日本語）,配送_当日配送_補償内容_その他（英語）,配送_当日配送_受付時間〆切,配送_当日配送_最終配送時間,配送_当日配送_配送先（日本語）,配送_当日配送_配送先（英語）,配送_一般配送フラグ,配送_一般配送_料金_固定,配送_一般配送_料金_変動上限値,配送_一般配送_料金_変動下限値,配送_一般配送_取扱可能品目_スーツケースフラグ,配送_一般配送_取扱可能品目_クール品フラグ,配送_一般配送_取扱可能品目_土産品フラグ,配送_一般配送_取扱可能品目_3辺長合計上限値,配送_一般配送_取扱可能品目_最大重量上限値,配送_一般配送_取扱可能品目_取扱金額上限値,配送_一般配送_取扱可能品目_その他（日本語）,配送_一般配送_取扱可能品目_その他（英語）,配送_一般配送_補償内容_取扱金額上限値,配送_一般配送_補償内容_その他（日本語）,配送_一般配送_補償内容_その他（英語）,配送_一般配送_配送先_全国各地発送フラグ,配送_一般配送_配送先_その他（日本語）,配送_一般配送_配送先_その他（英語）,配送_海外配送フラグ,配送_海外配送_料金_固定,配送_海外配送_料金_変動上限値,配送_海外配送_料金_変動下限値,配送_海外配送_取扱可能品目_スーツケースフラグ,配送_海外配送_取扱可能品目_クール品フラグ,配送_海外配送_取扱可能品目_土産品フラグ,配送_海外配送_取扱可能品目_3辺長合計上限値,配送_海外配送_取扱可能品目_最大重量上限値,配送_海外配送_取扱可能品目_取扱金額上限値,配送_海外配送_取扱可能品目_その他（日本語）,配送_海外配送_取扱可能品目_その他（英語）,配送_海外配送_補償内容_取扱金額上限値,配送_海外配送_補償内容_その他（日本語）,配送_海外配送_補償内容_その他（英語）
0000000599,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,京都タワー箸や万作,Kyototawa Hashiya Mansaku,6008216,26,1009,下京区東塩小路町７２１?１京都タワービル,Shimogyokuhigashishiokoujimathi721-1 KyototawaBLD,1,34.987683,135.759229,06,,,0755855598,https://shop-list.wargo.jp/hashi-mansaku/kyoto-tower,0900,2100,0,0900,2100,0,0900,2100,0,0900,2100,0,0900,2100,0,0900,2100,0,0900,2100,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000600,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,京都祇園北斎グラフィック,Kyotogion Hokusai Graphic,6050075,26,1009,東山区中之町（四条通）２１６　ＯＫＩビル,Higashiyamakunakanotyo(Shijyodori)216 OKIBLD,1,35.003660,135.772921,08,,,0757548222,https://shop-list.wargo.jp/hokusai-graphic/kyoto-gion,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000601,20200318,0,20200318,,株式会社　和心,,1510051,13,1130,３－２０－１２　和心ビル,,太宰府天満宮北斎グラフィック,Dazaihu tenmanngu Hokusai Graphic,8180117,40,2214,宰府２丁目７－１５,Saihu2cyo-me 7-15,,33.519486,130.532697,08,,,0927101191,,0930,1730,0,0930,1730,0,0930,1730,0,0930,1730,0,0930,1730,0,0930,1730,0,0930,1730,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000602,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,仙台駅前北斎グラフィック,Sendaiekimae Hokusai Graphic,9800021,04,1009,青葉区中央１?１０?１０仙台駅前開発ビル,Aobakutyuo1-10-10 SendaiekimaekaihathuBLD,2,38.260154,140.880453,08,,,0223998838,https://shop-list.wargo.jp/hokusai-graphic/sendai-ekimae,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000603,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,水木ロード北斎グラフィック,Mizukirodo Hokusai Graphic,6840005,31,2045,松ケ枝町５６ー２,Mathugaetyo56-2,1,35.546017,133.229133,08,,,0859219995,https://shop-list.wargo.jp/hokusai-graphic/mizuki-rodo,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000604,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,京都清水茶わん坂北斎グラフィック,Kyotokiyomizutyawanzaka Hokusai Graphic,6050846,26,1009,東山区五条橋東６?５３９?３５,Higashikugojyobashihigashi6-539-35,1,34.995054,135.780177,08,,,0757440070,https://shop-list.wargo.jp/hokusai-graphic/kyoto-chawanzaka,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000605,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,倉敷美観地区かんざし屋ｗａｒｇｏ,Kurashikiminoutiku Kanzashiya wargo,7100054,33,2020,本町１１?３２,Honmathi11-32,1,34.596492,133.773766,08,,,0864415553,https://shop-list.wargo.jp/kanzashiya/kurashiki,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000606,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,倉敷美観地区北斎グラフィック,Kurashikiminoutiku Hokusai Graphic,7100054,33,2020,本町５?３,Honmathi5-3,1,34.595298,133.772148,08,,,0864549699,https://shop-list.wargo.jp/hokusai-graphic/kurashiki,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000607,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,出雲しんもん横丁北斎グラフィック／かんざし,Izumoshinmonyokotyo Hokusai Graphic/Kanzashi,6990711,32,2032,大社町杵築南８３３?３,Taisyatyokizukiminami833-3,1,35.394773,132.687312,08,,,0853319979,https://shop-list.wargo.jp/kanzashiya/izumo-shin-mon-yokocho,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000608,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,京都清水茶わん坂ＭＡＮＳＡＫＵＧＡＬＬＥＲＹ,Kyotokiyomizutyawanzaka MANSAKU GALLERY,6050846,26,1009,東山区五条橋東６?５３９?８,Higashiyamakugojyobashihigashi6-539-8,1,34.995069,135.780000,08,,,0757464448,https://shop-list.wargo.jp/hashi-mansaku/kyoto-chawan-zaka,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000609,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,軽井沢銀座　大座市,Karuizawaginza Othe Ichi,3890102,20,3211,北佐久郡軽井沢町大字軽井沢８００番地,Kitasakugun karuizawamathi oazakaruizawa800banti,1,36.357637,138.634798,08,,,0267416166,https://shop-list.wargo.jp/wargo/karuizawa-ginza-dai-za-shi,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000610,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,安芸の宮島北斎グラフィック,Akinomiyajima Hokusai Graphic,7390588,34,2131,宮島町５９３,Miyajimatyo593,1,34.299261,132.322212,08,,,05053080886,https://shop-list.wargo.jp/hokusai-graphic/akino-miyajima,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000611,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,京都二年坂猫まっしぐら,Kyotoninenzaka Neko Massigura,6050826,26,1009,東山区高台寺南門通下河原東入桝屋町３４９?１８,Higashiyamakukoudaijiminamimondorishimogawarahigashiirumasuyatyo349-18,1,34.998052,135.780784,08,,,05052437660,https://shop-list.wargo.jp/neko-massigura/2-years-slope,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000612,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,巣鴨地蔵通り猫まっしぐら,Sugamojizodori Neko Massigura,1700002,13,1164,巣鴨３?２１?１５浩雅ビル,Sugamo3-21-15 HiromasaBLD,1,35.734657,139.736569,08,,,05053087962,https://shop-list.wargo.jp/neko-massigura/sugamo,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000613,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,ＳＡＫＵＲＡＭＡＣＨＩ　ＫＵＭＡＭＯＴＯ箸や万作,Sakuramachi Kumamoto Hashiya Mansaku,8600805,43,1001,中央区桜町３?１０　ＳＡＫＵＲＡＭＡＣＨＩ　ＫＵＭＡＭＯＴＯ,Chuokusakuramati3-10 Sakuramachi Kumamoto,2,32.800531,130.703636,06,,,05053080887,https://shop-list.wargo.jp/hashi-mansaku/sakuramachi-kumamoto,1000,2000,0,1000,2000,0,1000,2000,0,1000,2000,0,1000,2000,0,1000,2000,0,1000,2000,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000614,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,きものレンタルｗａｒｇｏ銀座本店,Kimonorentaruwargo Ginzahonten,1040061,13,1024,銀座６?９?６　銀座ヨシノヤビル,Ginza6-9-6 Ginza YoshinoyaBLD,10,35.669980,139.763361,06,,,0362639994,https://kyotokimono-rental.com/formal/access/tokyo-area/ginza-honten,0900,1900,0,0900,1900,0,0900,1900,0,0900,1900,0,0900,1900,0,0900,1900,0,0900,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000615,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,きものレンタルｗａｒｇｏ倉敷美観地区店,Kimonorentaruwargo Kurashikiminoutikuten,7100054,33,2020,本町５?３,Honmachi5-3,1,34.595292,133.772191,08,,,0864549799,https://kyotokimono-rental.com/access/okayama-area/kurashiki,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000616,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,きものレンタルｗａｒｇｏ新宿駅前店,Kimonorentaruwargo Shinjyukuekimaeten,1600022,13,1041,新宿３?２７?１　新宿第一ビル,Shinjyuku3-27-1 ShinjyukudaiitiBLD,4,35.690891,139.702187,08,,,0353154666,https://kyotokimono-rental.com/access/tokyo-area/shinjuku-area/shinjuku-station,0900,1900,0,0900,1900,0,0900,1900,0,0900,1900,0,0900,1900,0,0900,1900,0,0900,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000617,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,京都きものレンタルｗａｒｇｏ　清水寺茶わん坂店,Kyoto Kimonorentaruwargo Kiyomizuderatyawanzakaten,6050846,26,1009,東山区五条橋東６?５３９?３５,Higashiyamakugojyobashihigashi6-539-35,2,34.995054,135.780177,08,,,05053080884,,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000618,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,きものレンタルｗａｒｇｏ　大阪心斎橋店,Kimonorentaruwargo Osakashinsaibashiten,5420086,27,1004,中央区西心斎橋１?９?２　心斎橋ＯＰＡきれい館,Chuokunishishinsaibashi1-9-2 ShinsaibashiOPA Kireikan,2,34.673314,135.499236,06,,,05052419601,https://kyotokimono-rental.com/access/osaka-area/osaka-shinsaibashi-opa,1100,1900,0,1100,1900,0,1100,1900,0,1100,1900,0,1100,1900,0,1100,1900,0,1100,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000619,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,きものレンタルｗａｒｇｏ　仙台駅前,Kimonorentaruwargo Sendaiekimae,9830852,04,1009,宮城野区榴岡４?１２?５　第一さくらビル,Miyaginokututujioka4-12-5 DaiichisakuraBLD,4,38.259049,140.889567,08,,,05053724682,,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,1000,1900,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000620,20200318,0,20200318,,株式会社和心,"wagokoro CO.,LTD.",1510051,13,1130,千駄ヶ谷３ー２０ー１２,,きものレンタルｗａｒｇｏ　沖縄那覇ＯＰＡ店,Kimonorentaruwargo OkinawanahaOPAten,9000021,47,2018,泉崎１?２０?１　沖縄那覇ＯＰＡ,Izumizaki1-20-1 OkinawanahaOPA,2,26.211372,127.676981,06,,,05053724682,https://kyotokimono-rental.com/access/okinawa-area/okinawa-naha,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,,,1,0,0,0,0,,,,,1,500,,,1,2,1,,,10000,,,10000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000621,20200327,0,20200327,,ヤマト運輸　株式会社,"YAMATO TRANSPORT CO., LTD.",1048125,13,1024,銀座２－１６－１０,2-16-10 Ginza,手荷物サービスカウンター,Baggage Delivery Service Counter,4790881,23,2165,セントレア１－１　,No.1-1Centrair,,34.511659,136.485784,01,中部国際空港第２ターミナル１階到着カウンター,Centrair International Airport Terminal Two,0569388562,,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,,,1,0,0,0,0,,,1,1,1,,880,550,1,2,1,300,25,300000,貴重品の取扱不可,,300000,,,1,,2630,1490,1,1,1,160,25,300000,貴重品の取扱不可、クールは冷蔵のみ、着払い不可,,300000,,,1100,1800,愛知県、岐阜県、三重県（一部地域を除く）,3 Tokai prefectures(except a part of it) ,1,,4720,1490,1,1,1,160,25,300000,貴重品の取扱不可、クールは冷蔵のみ,,300000,,,1,１８：００以降の預かりは翌日発送,,0,,,,,,,,,,,,,,
0000000622,20200327,0,20200327,,ヤマト運輸　株式会社,"YAMATO TRANSPORT CO., LTD.",1048125,13,1024,銀座２－１６－１０,2-16-10 Ginza,手荷物サービスカウンター,Baggage Delivery Service Counter,4790881,23,2165,セントレア１－１　,No.1-1Centrair,,34.511659,136.485784,01,中部国際空港第２ターミナル２階出発カウンター,Centrair International Airport Terminal Two,0569388562,,0700,1900,0,0700,1900,0,0700,1900,0,0700,1900,0,0700,1900,0,0700,1900,0,0700,1900,0,,,1,0,0,0,0,,,1,1,1,,880,550,1,2,1,300,25,300000,貴重品の取扱不可,,300000,,,1,,2630,1490,1,1,1,160,25,300000,貴重品の取扱不可、クールは冷蔵のみ、着払い不可,,300000,,,1100,1800,愛知県、岐阜県、三重県（一部地域を除く）,3 Tokai prefectures(except a part of it) ,1,,4720,1490,1,1,1,160,25,300000,貴重品の取扱不可、クールは冷蔵のみ,,300000,,,1,１８：００以降の預かりは翌日発送,,0,,,,,,,,,,,,,,
0000000623,20220323,1,20200416,20220325,ヤマト運輸株式会社　静岡駅ビルセンター,"Yamato Transport CO.,LTD.",4208056,22,1007,葵区黒金町４９,49 kuroganetyou aoiku,ヤマト運輸㈱　静岡駅手荷物預り所,Yamato Transport Hands-Free Travel Counter,4208056,22,1007,葵区黒金町４７　ＡＳＴＹ静岡東館, ASTY SHIZUOKA East hall  47 kuroganetyou aoiku,1,34.581811,138.232063,06,静岡駅より徒歩１分,1 minutes walk from Shizuoka Station,08066992783,,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,ご利用時間９時～１８時の間（当日のみ）１日５００円,,1,0,0,0,0,,,1,1,1,500,,,1,2,1,160,25,300000,,,300000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000624,20220323,0,20200604,,株式会社　小田急トラベル,"ODAKYU Travel Co.,Ltd.",1510053,13,1130,代々木２－２８－１２　小田急南新宿ビル,"Odakyu South Shinjuku Building, 2-28-12 Yoyogi",小田急旅行センター　新宿南口手荷物預かりサービス,"Odakyu Sightseeing Service center,Shinjuku South Baggage Strage",1600023,13,1041,西新宿１－１－３,"1-1-3,nishishinjyuku",,35.689270,139.699539,02,小田急新宿駅南口改札　目の前,,0333424861,https://www.odakyu-travel.co.jp/eng/tokyo/images_new/baggage_service3.pdf,0800,2000,0,0800,2000,0,0800,2000,0,0800,2000,0,0800,2000,0,0800,2000,0,0800,2000,0,預入は２０時３０分まで、２泊３日まで対応,,1,0,0,0,0,,,1,4,1,800,,,1,2,1,160,,300000,貴重品、生もの等取扱不可。サイズは多少超えても受領,,300000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000625,20200930,0,20200604,,株式会社　小田急トラベル,"ODAKYU Travel Co.,Ltd.",1510053,13,1130,代々木２－２８－１２　小田急南新宿ビル,"Odakyu South Shinjuku Building, 2-28-12 Yoyogi",小田急旅行センター　小田原手荷物預かりサービス,"Odakyu Sightseeing Service Center,Odawara Baggage Strage",2500045,14,2069,城山１－１－１,"1-1-1,shiroyama",,35.256446,139.154637,02,小田急小田原駅改札出てすぐ,,0465202266,https://www.odakyu-travel.co.jp/eng/tokyo/images_new/baggage_service3.pdf,0830,1330,0,0830,1330,0,0830,1330,0,0830,1330,0,0830,1330,0,0830,1800,0,0830,1800,0,,,1,0,0,0,0,,,1,4,1,800,,,1,2,1,160,,300000,貴重品、生もの等取扱不可。サイズは多少超えても受領可能,,300000,最長２泊３日まで延泊可能,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000626,20200604,0,20200604,,株式会社　小田急トラベル,"ODAKYU Travel Co.,Ltd.",1510053,13,1130,代々木２－２８－１２,2-28-12 Yoyogi,小田急旅行センター　箱根湯本手荷物預かりサービス,"Odakyu Sightseeing Service Center,Hakone-Yumoto Baggage Strage",2510031,14,3821,湯本７０７,707 Yumoto,,35.233504,139.103503,02,箱根登山鉄道　箱根湯本駅構内,,0460858150,,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,預入は１７時３０分まで　最大２泊３日まで可能,,1,0,0,0,0,,,1,1,1,700,,,1,2,1,160,,300000,貴重品、生もの等取扱不可。サイズは多少超えても受領可能,,300000,最長２泊３日まで延泊可能,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000627,20200608,1,20200608,20230608,株式会社　ＴＥＪ,,5500003,27,1004,西区京町堀１－３－１３　５階５１７室,,ＧＲＡＮＤＩ日本橋ＰＡＲＫホテルサービスカウンター,Grandi nipponbashi park hotel travel counter,5420073,27,1004,中央区日本橋２－２０－１２,"nipponbashi, 2-ch?me-20-12",,34.662745,135.509336,08,,,07043062012,,1000,1930,0,1000,1930,0,1000,1930,0,1000,1930,0,1000,1930,0,1000,1930,0,1000,1930,0,,,1,1,1,1,0,,,,,1,,1000,300,1,2,1,,,30000,,,30000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000628,20200608,0,20200608,,特定非営利活動法人　能代観光協会,Specified Nonprofit Corporation Noshiro Tourism Association,0160831,05,2027,元町１４－４０,14-40 Motomachi,能代市観光案内所,Tourist Information Center Noshiro City,0160831,05,2027,元町１４－４０,14-40 Motomachi,,40.206809,140.032876,02,能代駅構内,Noshiro Station Premises,0185888802,http://welcomenoshiro.com/,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,年末年始,Closed on New Year's Holiday,1,0,0,0,0,,,1,4,1,,800,400,1,2,1,,,1000000,,,,預入品１個あたり３万円を上限に補償,"We compensate up to 30,000yen per baggage",0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
